"","caseid","region","gender","educ","edloan","race","hispanic","employ","marstat","pid7","ideo5","pew_religimp","newsint","faminc_new","union","investor","CC18_308a","CC18_310a","CC18_310b","CC18_310c","CC18_310d","CC18_325a","CC18_325b","CC18_325c","CC18_325d","educ_category","dem_rep"
"1",417614315,3,1,2,2,1,2,5,3,6,3,1,2,1,3,2,2,2,3,3,5,1,2,1,1,"< 4-yr-Degree","Republican"
"2",415490556,1,2,6,2,1,1,1,1,2,2,3,3,12,3,2,4,3,2,5,5,2,2,2,1,"4-yr-Degree +","Democrat"
"3",414351505,3,2,3,2,2,2,1,4,2,3,1,3,4,3,1,4,2,2,2,2,1,2,1,2,"< 4-yr-Degree","Democrat"
"4",411855339,1,2,5,2,6,2,5,3,3,1,2,1,6,2,1,4,3,3,3,3,2,1,2,1,"4-yr-Degree +","Democrat"
"5",417056957,2,1,2,NA,4,2,8,5,1,1,4,2,4,3,2,4,2,1,1,1,2,2,2,1,"< 4-yr-Degree","Democrat"
"6",420208067,2,1,3,2,1,2,1,1,4,5,4,1,10,1,2,4,2,2,3,2,1,2,1,1,"< 4-yr-Degree","Independent"
"7",412517331,1,1,2,2,1,2,5,5,5,4,3,2,6,3,1,1,3,3,2,2,1,1,1,1,"< 4-yr-Degree","Republican"
"8",412873566,2,2,3,2,1,2,7,1,7,5,1,3,2,3,2,1,2,2,3,5,1,1,1,1,"< 4-yr-Degree","Republican"
"9",412948037,1,1,5,1,1,2,1,1,1,1,4,1,11,2,1,4,3,3,3,5,2,2,2,1,"4-yr-Degree +","Democrat"
"10",413463295,3,1,5,NA,1,2,1,5,1,1,3,1,2,2,2,4,2,2,2,2,2,2,2,1,"4-yr-Degree +","Democrat"
"11",415732156,3,1,6,2,1,2,1,5,6,5,4,4,16,3,2,1,2,3,2,5,2,1,1,2,"4-yr-Degree +","Republican"
"12",416479672,3,2,2,2,1,2,5,4,5,3,1,1,4,3,2,4,2,3,2,5,2,1,2,1,"< 4-yr-Degree","Republican"
"13",412984205,1,2,3,2,1,2,7,1,3,3,2,1,11,3,1,4,3,3,3,3,2,1,2,2,"< 4-yr-Degree","Democrat"
"14",413002690,3,1,6,2,1,2,1,1,6,5,1,1,11,3,1,1,2,2,2,2,1,1,1,1,"4-yr-Degree +","Republican"
"15",414239724,4,1,3,2,3,2,4,5,1,1,3,2,1,3,2,4,1,1,1,3,2,1,2,2,"< 4-yr-Degree","Democrat"
"16",412311163,3,2,3,1,2,2,1,2,1,3,2,3,3,2,1,4,3,5,2,5,2,2,2,1,"< 4-yr-Degree","Democrat"
"17",414204021,2,2,6,1,1,2,9,1,2,1,2,1,11,3,1,4,5,3,2,3,2,1,2,2,"4-yr-Degree +","Democrat"
"18",412931880,4,1,3,2,1,2,1,5,2,1,4,1,9,3,1,4,3,3,3,3,2,1,1,1,"< 4-yr-Degree","Democrat"
"19",412881399,2,2,4,2,1,2,4,5,3,1,4,3,2,3,2,4,2,5,3,2,2,1,2,1,"<4-yr-Degree","Democrat"
"20",412985437,3,2,4,2,1,2,6,3,7,3,1,1,3,2,2,1,2,3,2,2,2,2,1,1,"<4-yr-Degree","Republican"
"21",411855595,1,1,6,2,1,2,1,1,4,3,4,1,10,3,1,4,3,3,3,3,1,1,2,1,"4-yr-Degree +","Independent"
"22",413877573,1,1,5,2,1,2,3,5,3,1,4,1,8,3,2,4,2,3,3,3,2,1,2,1,"4-yr-Degree +","Democrat"
"23",414018801,4,1,6,2,1,2,1,1,6,3,3,1,12,3,2,2,2,2,2,3,1,1,1,1,"4-yr-Degree +","Republican"
"24",413425778,4,2,3,2,1,2,1,5,5,4,3,2,6,3,2,2,3,3,3,3,1,1,2,2,"< 4-yr-Degree","Republican"
"25",413859987,3,2,6,1,1,2,1,1,7,5,1,1,11,3,1,1,2,2,2,2,1,2,2,2,"4-yr-Degree +","Republican"
"26",417838480,3,1,5,2,1,2,1,4,5,1,2,1,7,3,1,1,2,3,2,NA,1,1,1,1,"4-yr-Degree +","Republican"
"27",413456067,3,1,5,2,1,2,6,5,2,1,4,4,6,3,1,4,2,2,2,3,2,1,2,1,"4-yr-Degree +","Democrat"
"28",415423745,1,1,2,NA,1,2,2,5,1,2,4,2,2,3,2,4,3,3,3,1,2,1,1,2,"< 4-yr-Degree","Democrat"
"29",414480371,1,1,5,1,1,2,1,1,4,3,1,1,9,3,1,1,3,3,3,3,1,1,1,1,"4-yr-Degree +","Independent"
"30",413336030,4,2,2,2,3,2,9,5,1,3,3,1,4,1,2,4,3,3,3,5,2,1,2,1,"< 4-yr-Degree","Democrat"
"31",413834979,3,1,5,2,1,2,5,1,4,4,2,1,10,3,1,1,3,3,3,2,1,1,1,1,"4-yr-Degree +","Independent"
"32",412503538,3,1,6,2,1,2,5,1,1,2,3,1,11,2,1,4,2,3,2,2,2,1,2,1,"4-yr-Degree +","Democrat"
"33",413497102,1,2,5,1,2,2,4,1,1,2,4,1,3,3,2,4,3,3,3,3,1,2,2,2,"4-yr-Degree +","Democrat"
"34",413084367,4,1,6,1,1,2,1,1,6,4,1,1,9,3,1,2,2,2,2,3,1,1,1,1,"4-yr-Degree +","Republican"
"35",416814438,2,2,5,2,1,2,6,5,1,1,4,2,2,3,2,4,3,3,3,3,2,1,2,1,"4-yr-Degree +","Democrat"
"36",417149621,3,1,2,2,1,2,1,1,3,3,4,2,8,3,1,4,2,2,2,2,2,1,1,1,"< 4-yr-Degree","Democrat"
"37",412380994,4,2,6,2,1,2,2,4,1,3,4,1,4,3,2,4,2,3,3,2,2,1,2,1,"4-yr-Degree +","Democrat"
"38",414884778,1,2,3,NA,1,2,8,5,1,2,4,2,13,3,1,4,3,2,2,2,2,1,1,2,"< 4-yr-Degree","Democrat"
"39",412880622,4,2,5,2,1,2,7,1,1,2,4,1,13,3,1,4,2,3,3,2,2,1,2,2,"4-yr-Degree +","Democrat"
"40",414533452,1,2,5,1,1,2,8,5,2,3,3,1,11,3,2,4,3,3,2,2,2,2,2,2,"4-yr-Degree +","Democrat"
"41",412276693,3,1,4,2,1,2,1,1,3,1,2,1,10,3,1,4,2,2,2,3,2,1,2,1,"<4-yr-Degree","Democrat"
"42",414146718,3,1,5,2,1,2,1,6,6,4,4,1,6,2,2,2,3,2,2,2,1,2,2,1,"4-yr-Degree +","Republican"
"43",415287363,4,1,6,2,1,2,1,1,3,2,1,1,4,3,1,4,3,3,3,3,2,2,2,1,"4-yr-Degree +","Democrat"
"44",412380857,4,2,6,1,1,2,1,1,7,3,2,1,9,3,2,1,2,2,2,2,1,1,1,2,"4-yr-Degree +","Republican"
"45",412118399,2,2,5,2,1,2,1,1,2,2,3,3,11,3,1,4,5,5,5,5,2,1,1,1,"4-yr-Degree +","Democrat"
"46",416806180,2,1,3,1,1,2,1,1,6,3,2,1,10,1,1,2,2,2,3,3,1,1,1,1,"< 4-yr-Degree","Republican"
"47",417080245,3,1,5,2,1,2,1,1,7,4,3,1,12,3,1,1,2,3,2,2,1,1,1,1,"4-yr-Degree +","Republican"
"48",415300641,2,2,4,2,2,2,1,5,3,2,1,1,6,3,2,3,3,3,5,NA,1,1,1,1,"<4-yr-Degree","Democrat"
"49",414628957,3,1,2,NA,1,2,1,1,2,3,3,2,4,3,2,1,2,2,2,2,2,1,1,2,"< 4-yr-Degree","Democrat"
"50",417838586,3,1,4,2,1,2,1,1,7,5,1,1,7,2,1,1,2,2,2,2,1,1,1,2,"<4-yr-Degree","Republican"
"51",415151821,3,2,2,NA,3,2,2,6,2,3,4,4,5,3,2,4,5,5,5,5,1,1,1,1,"< 4-yr-Degree","Democrat"
"52",415459688,3,2,2,2,1,2,2,1,4,3,4,4,7,3,2,3,5,5,5,5,2,1,2,1,"< 4-yr-Degree","Independent"
"53",414273888,3,2,2,2,1,2,5,1,4,3,2,3,10,3,1,3,2,3,2,3,2,2,2,1,"< 4-yr-Degree","Independent"
"54",347845625,2,2,6,1,1,1,8,1,7,4,1,1,6,3,1,1,2,2,3,3,1,1,1,1,"4-yr-Degree +","Republican"
"55",412913979,4,1,5,2,1,2,1,1,4,5,1,2,5,3,2,1,3,2,3,3,1,1,2,1,"4-yr-Degree +","Independent"
"56",418258996,4,1,4,1,3,2,8,5,3,3,3,2,1,3,2,4,3,5,5,5,2,2,1,2,"<4-yr-Degree","Democrat"
"57",412982541,3,1,3,2,1,2,1,1,5,5,1,1,7,2,1,1,2,3,2,NA,1,1,1,1,"< 4-yr-Degree","Republican"
"58",417353879,3,1,6,2,1,2,1,1,4,3,3,1,11,3,1,4,2,2,2,2,2,1,2,1,"4-yr-Degree +","Independent"
"59",412340210,4,2,6,2,1,2,5,3,2,3,2,2,7,2,2,4,3,3,5,2,2,1,1,1,"4-yr-Degree +","Democrat"
"60",416198060,3,1,3,NA,4,2,8,5,1,2,1,2,9,3,2,3,5,1,2,1,2,2,1,2,"< 4-yr-Degree","Democrat"
"61",412413445,3,2,4,1,2,2,3,5,1,3,2,2,5,3,2,1,5,3,5,5,1,1,1,1,"<4-yr-Degree","Democrat"
"62",412794640,2,2,4,2,1,2,1,6,1,3,1,3,5,3,2,4,1,5,1,5,2,2,2,1,"<4-yr-Degree","Democrat"
"63",417834862,4,2,4,2,3,2,1,1,1,2,2,1,8,1,2,4,2,2,2,2,2,2,2,1,"<4-yr-Degree","Democrat"
"64",414048247,3,1,5,1,2,2,1,1,2,3,3,1,8,3,1,3,3,2,2,2,1,1,2,1,"4-yr-Degree +","Democrat"
"65",414002460,4,2,5,2,1,2,7,1,7,5,1,3,11,3,1,2,2,3,2,2,2,1,2,1,"4-yr-Degree +","Republican"
"66",414729651,2,1,2,2,1,2,5,1,2,1,4,1,2,3,2,3,2,3,3,2,2,1,2,1,"< 4-yr-Degree","Democrat"
"67",414170804,3,1,5,2,1,2,1,5,3,3,3,3,9,3,2,4,2,5,2,5,1,1,1,1,"4-yr-Degree +","Democrat"
"68",414359624,3,2,2,NA,3,2,1,5,6,3,2,2,5,3,2,2,2,3,5,3,2,1,2,1,"< 4-yr-Degree","Republican"
"69",412021973,1,1,6,2,1,2,5,1,1,2,4,1,13,2,1,4,3,3,2,2,2,2,2,1,"4-yr-Degree +","Democrat"
"70",415455668,3,2,3,NA,1,2,8,5,5,3,1,1,5,3,2,4,2,2,2,3,2,1,1,1,"< 4-yr-Degree","Republican"
"71",414570461,2,2,4,1,3,2,2,6,2,2,3,3,3,3,2,4,5,3,1,1,2,1,1,1,"<4-yr-Degree","Democrat"
"72",414206045,3,2,1,2,2,2,4,5,2,4,1,3,5,3,2,4,3,3,3,3,2,1,1,2,"< 4-yr-Degree","Democrat"
"73",412944227,2,1,4,2,1,2,1,5,1,2,2,1,7,3,2,4,2,3,3,3,2,1,2,1,"<4-yr-Degree","Democrat"
"74",415332185,1,2,6,2,1,2,4,4,1,1,3,1,9,3,1,4,3,3,3,3,2,2,2,1,"4-yr-Degree +","Democrat"
"75",412950503,4,2,1,2,1,2,6,3,1,2,4,1,1,3,2,4,3,2,3,3,2,2,1,2,"< 4-yr-Degree","Democrat"
"76",414563002,3,2,4,2,1,2,1,1,3,3,3,2,6,3,2,4,2,5,2,2,1,1,1,1,"<4-yr-Degree","Democrat"
"77",414378813,3,2,2,NA,1,2,7,1,6,4,2,3,4,3,1,2,3,2,1,2,2,2,2,1,"< 4-yr-Degree","Republican"
"78",412348831,2,1,5,2,1,2,1,1,1,3,2,1,8,2,2,4,2,5,5,2,2,1,1,1,"4-yr-Degree +","Democrat"
"79",415289823,1,2,5,1,1,2,1,1,2,3,4,4,9,1,1,4,3,5,5,5,2,1,1,2,"4-yr-Degree +","Democrat"
"80",412929385,1,1,5,2,1,2,1,1,1,1,4,1,7,2,1,4,3,3,3,3,2,2,2,2,"4-yr-Degree +","Democrat"
"81",413013788,4,2,2,2,1,2,5,3,3,1,3,1,4,2,2,4,3,3,3,3,2,2,2,1,"< 4-yr-Degree","Democrat"
"82",413317067,2,2,3,1,1,2,9,2,1,1,1,1,2,3,2,4,2,3,3,5,2,1,2,1,"< 4-yr-Degree","Democrat"
"83",414709279,2,1,5,1,1,2,1,5,3,3,2,4,4,1,2,2,2,3,2,2,1,1,2,1,"4-yr-Degree +","Democrat"
"84",420196837,3,2,4,2,1,2,1,6,6,4,1,1,4,3,2,1,2,2,2,2,2,1,1,1,"<4-yr-Degree","Republican"
"85",416255584,2,2,2,2,1,2,5,1,7,5,1,1,4,3,2,1,1,3,2,2,2,2,2,1,"< 4-yr-Degree","Republican"
"86",412992795,3,1,2,2,1,2,2,5,7,5,1,2,2,3,2,1,2,3,2,2,1,1,1,2,"< 4-yr-Degree","Republican"
"87",412047867,2,1,5,2,1,2,1,1,7,5,1,1,11,3,2,1,2,3,3,3,1,2,2,1,"4-yr-Degree +","Republican"
"88",414179604,4,2,3,2,1,1,7,1,3,3,1,3,6,3,2,4,1,1,1,1,2,1,1,1,"< 4-yr-Degree","Democrat"
"89",412340859,2,1,4,2,1,2,5,4,4,4,2,1,4,2,1,1,2,3,3,2,1,2,1,1,"<4-yr-Degree","Independent"
"90",412942845,2,1,3,2,1,2,1,1,3,3,4,1,9,1,1,2,2,3,3,2,2,1,2,1,"< 4-yr-Degree","Democrat"
"91",417077498,3,1,6,2,3,2,1,1,1,2,3,1,15,2,1,4,2,2,2,2,2,2,2,1,"4-yr-Degree +","Democrat"
"92",412344340,4,2,3,1,1,2,2,3,3,2,3,2,2,1,2,4,3,3,5,5,2,1,2,1,"< 4-yr-Degree","Democrat"
"93",414367203,1,2,2,2,1,2,7,1,6,2,3,4,7,3,2,3,5,5,5,5,1,1,1,2,"< 4-yr-Degree","Republican"
"94",413821352,3,1,5,NA,1,2,1,1,6,4,2,2,10,1,1,2,2,4,3,2,1,1,2,2,"4-yr-Degree +","Republican"
"95",417211242,4,1,3,1,2,2,1,1,2,3,3,4,10,2,2,4,5,5,5,1,2,1,2,1,"< 4-yr-Degree","Democrat"
"96",418252134,2,1,6,1,1,2,1,1,3,3,1,1,9,1,1,4,2,2,3,2,2,1,2,1,"4-yr-Degree +","Democrat"
"97",412873793,4,2,3,2,1,2,5,5,1,3,2,4,2,2,2,4,3,3,5,5,2,1,1,1,"< 4-yr-Degree","Democrat"
"98",414402732,3,1,5,2,2,2,1,5,6,3,3,2,7,3,1,2,2,3,5,5,1,1,1,2,"4-yr-Degree +","Republican"
"99",412274316,3,2,2,2,1,2,7,1,3,2,4,1,3,3,2,4,2,2,2,2,2,1,1,1,"< 4-yr-Degree","Democrat"
"100",412306590,2,2,5,2,1,2,2,1,1,3,2,2,8,3,1,4,2,3,3,2,2,2,1,1,"4-yr-Degree +","Democrat"
"101",415931193,2,2,2,2,1,2,6,5,3,3,1,3,5,3,2,4,2,3,3,3,2,1,1,2,"< 4-yr-Degree","Democrat"
"102",414200409,4,2,5,NA,1,2,7,1,6,4,1,3,7,3,2,3,2,2,2,3,2,2,2,2,"4-yr-Degree +","Republican"
"103",420237745,3,1,5,1,1,2,8,5,1,2,1,1,3,3,2,4,2,2,2,2,2,1,1,1,"4-yr-Degree +","Democrat"
"104",412348490,4,1,4,2,1,2,6,1,3,4,2,1,5,3,1,4,5,2,3,2,1,1,1,1,"<4-yr-Degree","Democrat"
"105",414196043,3,2,4,2,1,2,8,1,1,2,2,3,2,3,2,4,5,5,5,5,1,1,1,1,"<4-yr-Degree","Democrat"
"106",417353856,4,1,6,2,1,2,5,1,1,2,3,1,10,2,1,4,3,3,3,3,2,2,2,2,"4-yr-Degree +","Democrat"
"107",415447008,3,2,5,1,1,2,8,5,6,4,1,2,8,3,2,3,5,5,2,5,1,1,1,2,"4-yr-Degree +","Republican"
"108",413307422,1,1,6,NA,1,2,1,3,6,4,3,1,11,3,1,2,3,3,2,3,1,1,1,1,"4-yr-Degree +","Republican"
"109",416386894,1,1,5,1,1,1,1,1,6,3,1,1,6,2,1,2,3,3,3,3,1,2,2,1,"4-yr-Degree +","Republican"
"110",414174679,2,2,1,2,1,2,4,5,2,4,3,3,2,3,2,4,5,5,5,5,2,2,2,2,"< 4-yr-Degree","Democrat"
"111",414615873,4,1,5,2,4,2,1,1,7,4,1,2,5,3,2,2,3,3,2,3,1,2,2,2,"4-yr-Degree +","Republican"
"112",416424077,3,2,3,2,2,2,1,5,1,1,1,2,5,3,2,4,NA,NA,NA,3,2,1,1,2,"< 4-yr-Degree","Democrat"
"113",412331497,1,1,6,1,1,2,1,3,1,1,4,1,6,2,1,4,3,3,2,2,2,2,2,1,"4-yr-Degree +","Democrat"
"114",412298157,1,1,5,2,1,2,1,1,2,3,4,1,11,3,1,4,3,3,2,NA,2,2,2,2,"4-yr-Degree +","Democrat"
"115",415899191,2,1,2,1,1,2,5,1,4,3,4,4,2,3,2,1,2,3,5,5,2,1,1,1,"< 4-yr-Degree","Independent"
"116",414349046,3,2,3,2,1,2,7,5,7,5,2,1,6,3,2,1,3,2,2,2,1,1,1,1,"< 4-yr-Degree","Republican"
"117",415217338,3,2,6,2,4,2,1,5,1,1,4,3,6,3,1,4,2,5,2,5,1,2,1,1,"4-yr-Degree +","Democrat"
"118",412355022,3,2,2,NA,1,2,5,1,6,4,2,1,6,3,1,1,3,3,3,2,1,1,2,1,"< 4-yr-Degree","Republican"
"119",417616011,2,1,2,1,1,2,1,1,7,4,1,1,7,1,2,1,2,2,3,5,1,1,1,1,"< 4-yr-Degree","Republican"
"120",418474316,4,2,3,1,4,2,1,5,3,3,3,4,9,3,1,4,1,1,1,3,1,1,1,2,"< 4-yr-Degree","Democrat"
"121",415300474,4,2,3,2,3,2,1,1,2,2,2,2,7,3,2,4,3,3,3,3,2,1,1,2,"< 4-yr-Degree","Democrat"
"122",420344153,3,1,5,2,7,2,8,3,4,3,4,1,8,2,1,1,3,2,2,2,1,1,1,1,"4-yr-Degree +","Independent"
"123",413365248,3,1,3,2,1,2,1,4,7,4,2,3,7,1,1,1,2,5,2,5,2,2,2,1,"< 4-yr-Degree","Republican"
"124",414591170,2,2,2,NA,2,2,1,1,2,4,1,1,8,3,2,4,2,2,3,3,1,2,1,2,"< 4-yr-Degree","Democrat"
"125",412330972,3,1,5,2,1,2,5,1,6,4,3,1,7,3,1,1,2,3,2,2,1,1,2,2,"4-yr-Degree +","Republican"
"126",415906201,2,1,2,2,1,2,6,1,2,3,2,2,3,3,2,4,5,3,2,2,2,1,1,1,"< 4-yr-Degree","Democrat"
"127",417080032,3,1,3,2,1,2,5,1,7,5,1,1,5,3,2,1,2,3,2,2,1,1,2,2,"< 4-yr-Degree","Republican"
"128",412331705,4,1,3,2,1,2,1,1,5,3,1,1,8,3,1,1,4,2,2,2,1,1,2,1,"< 4-yr-Degree","Republican"
"129",413192261,3,2,4,2,1,2,5,5,7,5,1,1,6,3,2,1,2,2,2,2,1,1,1,1,"<4-yr-Degree","Republican"
"130",413404307,3,2,5,1,1,2,1,1,2,2,2,4,10,3,1,4,5,5,2,3,2,2,2,1,"4-yr-Degree +","Democrat"
"131",414342904,2,2,3,NA,3,2,8,5,3,2,4,3,1,3,2,4,2,3,2,1,1,1,1,1,"< 4-yr-Degree","Democrat"
"132",415474048,3,2,2,2,1,2,5,1,2,3,2,3,4,3,2,4,2,3,3,3,2,1,1,2,"< 4-yr-Degree","Democrat"
"133",414371249,3,2,2,2,1,2,2,1,1,4,1,1,5,3,2,4,2,3,2,5,2,1,1,1,"< 4-yr-Degree","Democrat"
"134",416578010,3,1,2,2,1,2,5,1,7,4,2,1,9,2,1,1,2,3,3,3,1,1,1,1,"< 4-yr-Degree","Republican"
"135",414136190,1,1,2,2,1,2,1,4,3,2,3,1,3,2,2,4,3,3,3,2,2,1,2,1,"< 4-yr-Degree","Democrat"
"136",418962298,2,1,2,NA,1,2,1,5,3,1,4,1,4,3,2,4,5,3,5,3,2,2,2,2,"< 4-yr-Degree","Democrat"
"137",418067510,2,1,6,2,1,2,5,5,3,1,2,1,10,2,1,4,2,2,3,2,2,2,2,1,"4-yr-Degree +","Democrat"
"138",416860489,3,2,3,2,1,2,1,1,7,3,1,2,8,3,2,1,2,3,2,2,1,1,1,1,"< 4-yr-Degree","Republican"
"139",411879022,1,2,5,1,1,2,1,1,4,3,1,1,12,2,1,4,2,3,3,3,2,2,2,2,"4-yr-Degree +","Independent"
"140",412240141,1,1,6,2,1,2,1,1,3,1,2,1,9,2,1,4,2,3,3,3,2,1,2,1,"4-yr-Degree +","Democrat"
"141",412888607,1,2,2,2,1,1,6,1,2,3,2,2,4,3,2,4,3,3,3,3,2,1,1,1,"< 4-yr-Degree","Democrat"
"142",415231154,4,1,3,1,2,1,1,5,3,3,1,1,4,3,2,4,3,5,2,2,1,1,2,1,"< 4-yr-Degree","Democrat"
"143",416428983,3,2,2,2,1,2,4,1,7,5,1,1,5,3,1,1,2,2,2,2,1,1,2,1,"< 4-yr-Degree","Republican"
"144",414619068,3,1,3,NA,1,2,8,5,4,3,1,2,1,3,2,2,3,2,2,1,1,1,1,2,"< 4-yr-Degree","Independent"
"145",412307317,3,2,3,2,1,2,5,1,5,5,1,1,6,3,2,2,2,3,2,2,1,1,1,1,"< 4-yr-Degree","Republican"
"146",416244174,1,2,6,1,2,2,1,6,3,1,3,1,8,3,2,4,3,3,3,3,2,2,2,1,"4-yr-Degree +","Democrat"
"147",412991840,3,1,4,1,1,2,1,1,4,2,3,1,9,2,1,4,2,2,2,2,2,2,2,1,"<4-yr-Degree","Independent"
"148",415856200,2,1,4,2,1,2,1,6,1,2,4,2,9,1,2,4,3,5,3,5,2,1,1,1,"<4-yr-Degree","Democrat"
"149",412307472,2,2,4,2,7,2,6,6,1,2,4,1,5,3,2,4,2,2,3,3,2,1,2,1,"<4-yr-Degree","Democrat"
"150",413410045,2,2,5,1,1,2,1,1,3,3,3,1,10,3,2,4,2,3,3,3,2,2,2,1,"4-yr-Degree +","Democrat"
"151",412080189,3,1,6,2,1,2,1,1,1,1,2,2,9,3,1,4,2,3,2,3,2,1,2,1,"4-yr-Degree +","Democrat"
"152",418065455,3,1,6,2,1,2,5,3,5,4,4,1,8,3,2,1,2,3,2,3,1,1,2,1,"4-yr-Degree +","Republican"
"153",412324562,2,2,2,2,1,2,5,1,4,3,2,2,7,3,1,4,5,5,5,2,2,1,1,1,"< 4-yr-Degree","Independent"
"154",412345769,3,1,6,2,1,2,5,1,4,2,1,1,12,3,1,3,2,2,2,2,1,1,1,1,"4-yr-Degree +","Independent"
"155",417049513,4,2,2,2,6,2,5,1,1,1,4,1,5,3,1,4,3,2,3,2,2,1,2,1,"< 4-yr-Degree","Democrat"
"156",413291660,3,1,4,2,1,2,6,1,5,4,1,1,3,3,2,1,2,2,2,2,1,1,1,1,"<4-yr-Degree","Republican"
"157",412424146,1,2,2,2,1,2,1,5,7,5,1,1,6,3,2,1,3,3,3,2,1,1,2,1,"< 4-yr-Degree","Republican"
"158",414327906,2,2,1,2,1,2,5,5,6,3,4,2,2,3,2,4,2,2,3,2,2,1,2,1,"< 4-yr-Degree","Republican"
"159",417351589,1,1,6,1,1,2,1,1,4,3,4,1,8,3,1,4,3,3,2,3,2,2,2,1,"4-yr-Degree +","Independent"
"160",410750488,2,2,4,1,1,2,2,1,2,2,3,3,9,3,1,3,5,5,5,5,1,1,1,1,"<4-yr-Degree","Democrat"
"161",412949822,2,1,2,2,1,2,1,1,7,5,3,1,10,3,2,1,3,2,3,2,2,1,1,2,"< 4-yr-Degree","Republican"
"162",412297426,3,2,6,2,1,2,5,1,5,5,2,1,7,3,2,1,2,2,2,2,1,1,1,1,"4-yr-Degree +","Republican"
"163",420315117,3,1,5,2,1,2,1,1,2,2,4,1,12,2,1,4,2,3,3,3,2,1,2,1,"4-yr-Degree +","Democrat"
"164",420128803,4,2,6,2,1,2,5,1,4,2,2,1,5,2,2,4,3,3,3,3,1,2,2,1,"4-yr-Degree +","Independent"
"165",413061899,3,2,2,2,1,2,2,4,7,4,2,1,2,3,2,1,2,2,2,2,1,2,1,1,"< 4-yr-Degree","Republican"
"166",412925780,3,2,5,2,1,2,1,1,6,3,2,2,11,3,1,2,2,5,3,5,1,1,1,2,"4-yr-Degree +","Republican"
"167",416823935,4,1,2,2,1,2,1,1,1,2,4,1,9,3,1,4,3,3,3,2,2,2,2,1,"< 4-yr-Degree","Democrat"
"168",413160976,3,1,6,1,1,2,1,1,2,3,1,1,7,1,1,4,2,2,2,2,1,1,2,2,"4-yr-Degree +","Democrat"
"169",418890934,3,1,3,2,1,1,3,3,3,2,3,1,11,3,2,4,2,2,2,5,2,2,2,2,"< 4-yr-Degree","Democrat"
"170",417080152,3,1,6,2,1,2,4,1,3,2,4,1,11,3,1,4,2,2,2,2,2,2,2,1,"4-yr-Degree +","Democrat"
"171",412278455,4,2,2,2,1,2,5,3,2,3,3,3,7,2,2,3,3,3,3,3,2,1,2,1,"< 4-yr-Degree","Democrat"
"172",411859566,2,2,6,1,1,2,2,1,1,1,4,1,6,1,2,4,2,3,3,3,2,2,2,1,"4-yr-Degree +","Democrat"
"173",413105696,3,1,5,1,3,2,1,1,2,2,2,2,8,1,1,3,3,2,2,2,2,1,2,1,"4-yr-Degree +","Democrat"
"174",419282250,4,2,5,2,3,2,1,3,2,2,2,2,11,3,1,4,3,3,3,2,2,2,2,1,"4-yr-Degree +","Democrat"
"175",420160112,1,1,3,2,1,2,2,1,4,4,4,1,6,1,2,4,3,3,3,5,1,2,2,1,"< 4-yr-Degree","Independent"
"176",412855690,1,2,2,2,1,1,7,1,1,3,1,1,5,3,2,4,3,3,2,2,1,1,2,1,"< 4-yr-Degree","Democrat"
"177",412339946,2,2,1,2,1,2,7,1,7,5,2,1,5,3,2,1,3,2,5,5,1,1,1,2,"< 4-yr-Degree","Republican"
"178",416161318,3,2,6,1,4,2,1,5,4,3,1,2,7,3,1,4,NA,NA,NA,3,2,1,2,1,"4-yr-Degree +","Independent"
"179",417892910,3,2,2,NA,1,2,7,1,3,3,1,3,3,3,2,2,2,3,2,3,1,1,2,1,"< 4-yr-Degree","Democrat"
"180",414199241,2,2,2,2,1,2,5,4,1,3,2,4,3,3,2,4,2,5,3,3,2,2,2,2,"< 4-yr-Degree","Democrat"
"181",412345958,3,2,5,2,3,2,9,6,1,2,2,2,4,3,1,4,2,2,2,3,2,1,1,2,"4-yr-Degree +","Democrat"
"182",411854243,3,1,3,2,1,2,1,1,4,3,3,1,3,2,1,3,2,3,2,5,2,1,2,1,"< 4-yr-Degree","Independent"
"183",415752437,1,1,2,2,1,2,5,1,7,5,2,1,7,1,2,1,3,3,3,2,1,1,1,1,"< 4-yr-Degree","Republican"
"184",418065692,2,1,3,2,1,2,6,5,2,2,4,2,2,3,2,2,2,2,2,2,2,1,1,2,"< 4-yr-Degree","Democrat"
"185",413062346,3,1,1,2,1,2,2,3,4,4,2,3,3,3,2,2,2,3,5,5,1,1,2,2,"< 4-yr-Degree","Independent"
"186",416382952,3,2,1,NA,2,2,4,5,1,4,2,3,1,3,2,2,2,5,2,5,1,1,1,2,"< 4-yr-Degree","Democrat"
"187",412274529,2,1,5,1,1,2,1,1,3,2,1,2,10,2,2,4,2,2,3,2,2,1,2,1,"4-yr-Degree +","Democrat"
"188",410770153,1,1,6,2,1,2,5,1,1,1,3,1,13,3,1,4,3,3,2,3,2,2,2,1,"4-yr-Degree +","Democrat"
"189",416832977,1,1,5,2,4,2,1,1,4,4,4,2,8,1,1,2,3,5,5,5,NA,1,1,2,"4-yr-Degree +","Independent"
"190",414331667,4,2,5,NA,1,2,1,1,1,3,3,2,9,3,1,3,5,5,5,5,1,1,1,1,"4-yr-Degree +","Democrat"
"191",416257159,4,2,6,1,4,2,1,5,1,2,2,4,11,1,2,4,2,3,3,2,2,2,2,1,"4-yr-Degree +","Democrat"
